claim_id,dealer_id,vin,fleet_id,technician_id,filed_date,repair_date,claim_year,claim_month,claim_quarter,mileage_at_repair,vehicle_model,model_year,claim_type,symptom_reported,total_parts_cost,total_labor_hours,total_labor_cost,total_claim_amount,num_line_items,technician_narrative,status,risk_score,is_anomaly,anomaly_tier,anomaly_flags,days_to_warranty_end,prior_claims_on_vin,campaign_id,pre_authorized,submission_channel
WC-2023000071,DLR-006,3AKJHLDR3W1161,FLT-0029,DLR-006-TECH-03,2024-02-04,2024-01-31,2024,2,Q1,59951,Freightliner 114SD,2024,Base Warranty,Overheating at idle,278.11,1.3,162.5,440.61,1,Overhauled Thermostat Housing. Verified repair and road tested.,Submitted,14,N,,,1175,1,,N,Mobile App
WC-2023000072,DLR-016,3AKJGLDR4S1106,FLT-0012,DLR-016-TECH-01,2023-09-04,2023-08-31,2023,9,Q3,327290,Freightliner 108SD,2023,Campaign/Recall,Oil pressure warning,5488.44,11.2,1400.0,6888.44,3,Inspected and repaired DPF Filter Element. Replaced DEF Dosing Unit. Overhauled Radiator Assembly. Verified repair and road tested.,Submitted,60,Y,tier2_rogue_tech,tech_labor_inflation|photo_reuse,1175,0,CAMP-0006,N,API
WC-2023000073,DLR-004,3AKJGLDR5R1075,FLT-0038,DLR-004-TECH-06,2025-02-23,2025-02-17,2025,2,Q1,245553,Western Star 47X,2023,Emissions Warranty,DEF quality warning,1488.97,2.5,312.5,1801.47,1,Cleaned and reinstalled DEF Dosing Unit. Verified repair and road tested.,Rejected,12,N,,,1291,0,,N,PRISM Batch Upload
WC-2023000074,DLR-018,3AKKGLDR7D1149,FLT-0012,DLR-018-TECH-08,2025-12-28,2025-12-26,2025,12,Q4,183600,Freightliner 108SD,2023,Base Warranty,ABS fault light,4189.86,6.1,762.5,4952.36,3,Inspected and repaired Turbocharger Assembly. Diagnosed and replaced Thermostat Housing. Overhauled NOx Sensor. Verified repair and road tested.,Rejected,37,N,,,955,0,,Y,PRISM Batch Upload
WC-2023000075,DLR-002,3AKJGLDR1W1127,FLT-0001,DLR-002-TECH-12,2024-05-28,2024-05-22,2024,5,Q2,213652,Freightliner 114SD,2024,Extended Warranty,Battery not charging,599.71,1.9,237.5,837.21,1,Overhauled NOx Sensor. Verified repair and road tested.,Rejected,9,N,,,1085,1,,N,PRISM Manual Entry
WC-2023000076,DLR-001,3AKKHLDR8M1116,FLT-0002,DLR-001-TECH-14,2025-12-12,2025-12-05,2025,12,Q4,145367,Freightliner 114SD,2024,Extended Warranty,DEF quality warning,4201.24,6.5,812.5,5013.74,3,Resealed Alternator Assembly. Replaced Wiring Harness - Engine. Resealed Oil Cooler. Verified repair and road tested.,Rejected,39,N,,,175,1,,Y,API
WC-2023000077,DLR-003,3AKKGLDR4N1137,FLT-0039,DLR-003-TECH-04,2025-02-11,2025-02-09,2025,2,Q1,286551,Western Star 49X,2023,Extended Warranty,DEF quality warning,2448.89,2.4,300.0,2748.89,1,Diagnosed and replaced Clutch Assembly. Verified repair and road tested.,Submitted,8,N,,,248,0,,N,Mobile App
WC-2023000078,DLR-001,3AKKGLDR6W1099,FLT-0029,DLR-001-TECH-03,2024-09-05,2024-08-29,2024,9,Q3,367884,Freightliner Cascadia,2024,Campaign/Recall,Oil pressure warning,2203.18,1.7,212.5,2415.68,1,Overhauled High Pressure Fuel Pump. Verified repair and road tested.,Under Review,8,N,,,1755,0,CAMP-0002,N,PRISM Batch Upload
WC-2023000079,DLR-007,3AKLHLDR2D1103,FLT-0035,DLR-007-TECH-07,2023-01-28,2023-01-23,2023,1,Q1,51372,Freightliner Cascadia,2024,Campaign/Recall,Check engine light on,224.7,1.4,175.0,399.7,1,Inspected and repaired Battery Disconnect Switch. Verified repair and road tested.,Escalated,50,Y,tier1_systematic,subtle_labor_inflation,1409,0,CAMP-0002,N,Mobile App
WC-2023000080,DLR-017,3AKLHLDR1N1078,FLT-0018,DLR-017-TECH-04,2024-01-17,2024-01-13,2024,1,Q1,187004,Freightliner M2 106,2023,Extended Warranty,Electrical intermittent fault,3665.37,9.8,1225.0,4890.37,3,Inspected and repaired EGR Cooler Assembly. Diagnosed and replaced ABS Sensor. Recalibrated Air Compressor. Verified repair and road tested.,Rejected,34,N,,,1096,0,,N,PRISM Manual Entry
WC-2023000081,DLR-007,3AKKHLDR1O1146,FLT-0034,DLR-007-TECH-15,2024-10-24,2024-10-17,2024,10,Q4,421560,Freightliner M2 112,2024,Campaign/Recall,Hard starting in cold weather,3270.62,4.1,512.5,3783.12,3,Recalibrated Slack Adjuster. Cleaned and reinstalled Driveshaft U-Joint. Recalibrated SCR Catalyst. Verified repair and road tested.,Submitted,4,N,,,708,1,CAMP-0010,Y,Mobile App
WC-2023000082,DLR-002,3AKKGLDR0E1080,FLT-0005,DLR-002-TECH-06,2024-02-11,2024-02-10,2024,2,Q1,23315,Western Star 47X,2022,Base Warranty,Transmission fault code,4766.45,6.7,837.5,5603.95,3,Cleaned and reinstalled Brake Caliper Assembly. Resealed Transmission Control Module. Resealed Driveshaft U-Joint. Verified repair and road tested.,Rejected,34,N,,,271,1,,N,PRISM Manual Entry
WC-2023000083,DLR-015,3AKJHLDR9F1173,FLT-0033,DLR-015-TECH-04,2023-01-26,2023-01-26,2023,1,Q1,357991,Freightliner M2 112,2024,Extended Warranty,Fan clutch not engaging,2846.18,5.9,737.5,3583.68,2,Replaced EGR Cooler Assembly. Overhauled ABS Sensor. Verified repair and road tested.,Rejected,6,N,,,2349,0,,Y,API
WC-2023000084,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-02,2023-12-28,2023-12-22,2023,12,Q4,356770,Western Star 49X,2024,Extended Warranty,Oil pressure warning,1126.73,4.8,600.0,1726.73,2,Diagnosed and replaced Door Latch Assembly. Diagnosed and replaced Starter Motor. Verified repair and road tested.,Escalated,11,N,,,1927,2,,N,PRISM Manual Entry
WC-2023000085,DLR-005,3AKJHLDR3J1072,FLT-0036,DLR-005-TECH-01,2025-11-21,2025-11-14,2025,11,Q4,424365,Freightliner Cascadia,2024,Base Warranty,Excessive exhaust smoke,1408.68,3.3,412.5,1821.18,1,Recalibrated DEF Dosing Unit. Verified repair and road tested.,Submitted,21,N,,,1234,0,,N,Mobile App
WC-2023000086,DLR-008,3AKLGLDR5L1063,FLT-0029,DLR-008-TECH-04,2023-08-15,2023-08-09,2023,8,Q3,328114,Freightliner Cascadia,2021,Extended Warranty,Unusual noise from engine bay,1212.37,2.5,312.5,1524.87,1,Overhauled Oil Cooler. Verified repair and road tested.,Rejected,26,N,,,1058,0,,N,API
WC-2023000087,DLR-005,3AKJGLDR1R1015,FLT-0037,DLR-005-TECH-04,2024-02-04,2024-02-01,2024,2,Q1,212663,Freightliner Cascadia,2023,Extended Warranty,Transmission fault code,3418.59,3.3,412.5,3831.09,1,Replaced Transmission Control Module. Verified repair and road tested.,Escalated,28,N,,,1668,1,,Y,API
WC-2023000088,DLR-009,3AKJGLDR7Q1082,FLT-0016,DLR-009-TECH-03,2024-04-13,2024-04-11,2024,4,Q2,368528,Western Star 47X,2022,Campaign/Recall,Hard starting in cold weather,3186.9,5.7,712.5,3899.4,2,Replaced Clutch Assembly. Diagnosed and replaced Air Compressor. Verified repair and road tested.,Submitted,28,N,,,507,4,CAMP-0013,Y,PRISM Batch Upload
WC-2023000089,DLR-015,3AKKGLDR1E1046,FLT-0005,DLR-015-TECH-05,2025-03-01,2025-02-28,2025,3,Q1,155555,Freightliner M2 112,2024,Goodwill,Battery not charging,4397.5,8.1,1012.5,5410.0,3,Diagnosed and replaced Transmission Control Module. Overhauled Brake Caliper Assembly. Replaced Door Latch Assembly. Verified repair and road tested.,Escalated,33,N,,,1624,1,,Y,API
WC-2023000090,DLR-004,3AKJHLDR6S1192,FLT-0034,DLR-004-TECH-02,2025-11-17,2025-11-15,2025,11,Q4,90686,Freightliner 108SD,2023,Goodwill,Oil pressure warning,1193.21,2.4,300.0,1493.21,1,Cleaned and reinstalled Brake Caliper Assembly. Verified repair and road tested.,Submitted,32,N,,,-225,0,,N,API
WC-2023000091,DLR-008,3AKJHLDR6M1158,FLT-0026,DLR-008-TECH-07,2025-09-01,2025-08-30,2025,9,Q3,396063,Freightliner 114SD,2024,Extended Warranty,Excessive exhaust smoke,1869.41,3.4,425.0,2294.41,1,Overhauled Radiator Assembly. Verified repair and road tested.,Submitted,27,N,,,1496,1,,N,PRISM Manual Entry
WC-2023000092,DLR-020,3AKLHLDR1M1108,FLT-0026,DLR-020-TECH-01,2024-12-09,2024-12-05,2024,12,Q4,153915,Freightliner Cascadia,2023,Emissions Warranty,Electrical intermittent fault,6239.33,8.4,1050.0,7289.33,3,Overhauled Radiator Assembly. Diagnosed and replaced SCR Catalyst. Resealed Intercooler. Verified repair and road tested.,Approved,16,N,,,498,0,,Y,API
WC-2023000093,DLR-010,3AKLHLDR2W1079,FLT-0020,DLR-010-TECH-05,2025-01-09,2025-01-07,2025,1,Q1,189635,Western Star 47X,2022,Campaign/Recall,Hard starting in cold weather,2227.78,7.8,975.0,3202.78,3,Recalibrated Battery Disconnect Switch. Inspected and repaired Oil Cooler. Recalibrated Air Compressor. Verified repair and road tested.,Approved,9,N,,,963,0,CAMP-0002,N,PRISM Manual Entry
WC-2023000094,DLR-014,3AKLHLDR0F1051,FLT-0036,DLR-014-TECH-01,2024-05-07,2024-05-03,2024,5,Q2,26233,Freightliner 108SD,2023,Campaign/Recall,Unusual noise from engine bay,3509.26,7.0,875.0,4384.26,3,Diagnosed and replaced Intercooler. Overhauled Coolant Pump. Resealed Oil Cooler. Verified repair and road tested.,Under Review,22,N,,,802,1,CAMP-0001,Y,PRISM Manual Entry
WC-2023000095,DLR-004,3AKLHLDR4Q1019,FLT-0030,DLR-004-TECH-01,2025-06-25,2025-06-18,2025,6,Q2,19051,Freightliner M2 112,2024,Campaign/Recall,DPF regeneration failure,2693.8,7.4,925.0,3618.8,3,Replaced Air Compressor. Cleaned and reinstalled DEF Dosing Unit. Resealed Driveshaft U-Joint. Verified repair and road tested.,Rejected,3,N,,,1567,0,CAMP-0004,N,Mobile App
WC-2023000096,DLR-011,3AKJGLDR6J1193,FLT-0012,DLR-011-TECH-04,2023-02-16,2023-02-16,2023,2,Q1,294914,Western Star 47X,2022,Policy Adjustment,Battery not charging,1208.93,2.7,337.5,1546.43,1,Resealed Brake Caliper Assembly. Verified repair and road tested.,Rejected,10,N,,,1552,2,,N,Mobile App
WC-2023000097,DLR-003,3AKJHLDR0G1132,FLT-0018,DLR-003-TECH-05,2024-01-19,2024-01-12,2024,1,Q1,88317,Freightliner Cascadia,2021,Extended Warranty,ABS fault light,3694.31,4.5,562.5,4256.81,2,Replaced Driveshaft U-Joint. Cleaned and reinstalled Transmission Control Module. Verified repair and road tested.,Rejected,32,N,,,282,0,,Y,API
WC-2023000098,DLR-006,3AKLGLDR7S1032,FLT-0006,DLR-006-TECH-03,2023-11-17,2023-11-11,2023,11,Q4,152089,Freightliner Cascadia,2023,Campaign/Recall,Battery not charging,2344.5,6.1,762.5,3107.0,2,Diagnosed and replaced Fan Clutch Assembly. Overhauled DEF Dosing Unit. Verified repair and road tested.,Escalated,14,N,,,887,0,CAMP-0007,N,Mobile App
WC-2023000099,DLR-011,3AKJHLDR7U1060,FLT-0010,DLR-011-TECH-04,2023-09-08,2023-09-07,2023,9,Q3,171449,Freightliner 114SD,2024,Policy Adjustment,Excessive exhaust smoke,1485.08,3.5,437.5,1922.58,2,Recalibrated Brake Caliper Assembly. Diagnosed and replaced Thermostat Housing. Verified repair and road tested.,Escalated,26,N,,,1080,0,,N,PRISM Batch Upload
WC-2023000100,DLR-020,3AKLGLDR3G1156,FLT-0028,DLR-020-TECH-08,2025-07-07,2025-07-04,2025,7,Q3,333745,Freightliner 114SD,2024,Goodwill,Check engine light on,648.26,3.0,375.0,1023.26,2,Inspected and repaired Thermostat Housing. Inspected and repaired Fuel Filter Housing. Verified repair and road tested.,Escalated,29,N,,,642,0,,N,Mobile App
WC-2023000101,DLR-018,3AKJGLDR6Q1065,FLT-0025,DLR-018-TECH-10,2025-07-16,2025-07-11,2025,7,Q3,105026,Freightliner M2 106,2022,Campaign/Recall,AC not cooling,1225.22,2.2,275.0,1500.22,1,Replaced Oil Cooler. Verified repair and road tested.,Submitted,22,N,,,-358,0,CAMP-0006,N,Mobile App
WC-2023000102,DLR-020,3AKLHLDR9J1097,FLT-0020,DLR-020-TECH-05,2025-05-12,2025-05-11,2025,5,Q2,378245,Freightliner M2 112,2023,Base Warranty,Coolant leak detected,9234.66,4.7,587.5,9822.16,3,Overhauled Fuel Injector (each). Inspected and repaired Clutch Assembly. Recalibrated SCR Catalyst. Verified repair and road tested.,Escalated,7,N,,,532,1,,Y,PRISM Manual Entry
WC-2023000103,DLR-008,3AKKGLDR8H1018,FLT-0017,DLR-008-TECH-04,2025-03-02,2025-03-01,2025,3,Q1,79723,Freightliner Cascadia,2022,Extended Warranty,Fuel economy degradation,6219.21,9.2,1150.0,7369.21,3,Resealed Radiator Assembly. Cleaned and reinstalled Transmission Control Module. Inspected and repaired Oil Cooler. Verified repair and road tested.,Rejected,10,N,,,-336,0,,N,PRISM Batch Upload
WC-2023000104,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-02,2023-05-25,2023-05-25,2023,5,Q2,331611,Western Star 49X,2024,Policy Adjustment,Unusual noise from engine bay,3318.22,2.2,275.0,3593.22,1,Recalibrated Turbocharger Assembly. Verified repair and road tested.,Submitted,33,N,,,2144,3,,Y,API
WC-2023000105,DLR-010,3AKLGLDR6Z1142,FLT-0016,DLR-010-TECH-12,2025-10-28,2025-10-25,2025,10,Q4,305371,Freightliner Cascadia,2023,Extended Warranty,Excessive exhaust smoke,3427.33,4.0,500.0,3927.33,2,Replaced Oil Cooler. Cleaned and reinstalled High Pressure Fuel Pump. Verified repair and road tested.,Escalated,11,N,,,337,0,,Y,API
WC-2023000106,DLR-008,3AKKGLDR8H1018,FLT-0017,DLR-008-TECH-04,2025-08-15,2025-08-14,2025,8,Q3,107481,Freightliner Cascadia,2022,Base Warranty,Vibration at highway speed,4965.79,4.6,575.0,5540.79,2,Overhauled Fuel Injector (each). Inspected and repaired Radiator Assembly. Verified repair and road tested.,Submitted,22,N,,,-502,1,,N,PRISM Manual Entry
WC-2023000107,DLR-019,3AKJGLDR3U1184,FLT-0017,DLR-019-TECH-07,2025-04-27,2025-04-21,2025,4,Q2,71359,Western Star 49X,2024,Campaign/Recall,Coolant leak detected,639.56,6.1,762.5,1402.06,3,Overhauled Slack Adjuster. Recalibrated Driveshaft U-Joint. Recalibrated ABS Sensor. Verified repair and road tested.,Approved,37,N,,,876,0,CAMP-0015,N,API
WC-2023000108,DLR-020,3AKLHLDR7N1186,FLT-0040,DLR-020-TECH-08,2025-11-28,2025-11-26,2025,11,Q4,197593,Freightliner Cascadia,2021,Goodwill,Oil pressure warning,3228.98,3.7,462.5,3691.48,1,Overhauled Transmission Control Module. Verified repair and road tested.,Rejected,7,N,,,-414,2,,N,Mobile App
WC-2023000109,DLR-011,3AKJHLDR7U1060,FLT-0010,DLR-011-TECH-01,2023-08-02,2023-07-30,2023,8,Q3,196779,Freightliner 114SD,2024,Base Warranty,Transmission fault code,7281.82,7.5,937.5,8219.32,3,Diagnosed and replaced Differential Assembly. Inspected and repaired ABS Sensor. Cleaned and reinstalled DPF Filter Element. Verified repair and road tested.,Approved,39,N,,,1117,1,,Y,PRISM Manual Entry
WC-2023000110,DLR-010,3AKLGLDR6Z1142,FLT-0016,DLR-010-TECH-05,2025-05-14,2025-05-09,2025,5,Q2,328449,Freightliner Cascadia,2023,Goodwill,DEF quality warning,1918.62,4.2,525.0,2443.62,1,Replaced Radiator Assembly. Verified repair and road tested.,Rejected,16,N,,,504,1,,N,API
WC-2023000111,DLR-003,3AKLGLDR4G1166,FLT-0016,DLR-003-TECH-02,2025-12-08,2025-12-02,2025,12,Q4,227120,Western Star 47X,2022,Base Warranty,Vibration at highway speed,3960.17,5.6,700.0,4660.17,3,Diagnosed and replaced Driveshaft U-Joint. Diagnosed and replaced SCR Catalyst. Recalibrated Fan Clutch Assembly. Verified repair and road tested.,Approved,8,N,,,688,1,,Y,API
WC-2023000112,DLR-020,3AKLGLDR1A1171,FLT-0004,DLR-020-TECH-03,2025-02-18,2025-02-15,2025,2,Q1,169006,Western Star 49X,2024,Policy Adjustment,Fuel economy degradation,4974.64,6.6,825.0,5799.64,2,Resealed Radiator Assembly. Replaced Turbocharger Assembly. Verified repair and road tested.,Under Review,9,N,,,797,0,,Y,PRISM Batch Upload
WC-2023000113,DLR-005,3AKKHLDR8I1026,FLT-0005,DLR-005-TECH-04,2024-05-14,2024-05-09,2024,5,Q2,360474,Western Star 47X,2023,Goodwill,Excessive exhaust smoke,357.66,1.5,187.5,545.16,1,Diagnosed and replaced Fuel Filter Housing. Verified repair and road tested.,Rejected,31,N,,,1424,0,,N,PRISM Manual Entry
WC-2023000114,DLR-006,3AKJHLDR3W1161,FLT-0029,DLR-006-TECH-06,2024-05-21,2024-05-14,2024,5,Q2,54539,Freightliner 114SD,2024,Goodwill,AC not cooling,3743.55,5.0,625.0,4368.55,3,Cleaned and reinstalled Fuel Filter Housing. Resealed High Pressure Fuel Pump. Recalibrated Oil Cooler. Verified repair and road tested.,Escalated,39,N,,,1068,2,,Y,Mobile App
WC-2023000115,DLR-017,3AKKHLDR0R1119,FLT-0015,DLR-017-TECH-10,2024-06-06,2024-06-02,2024,6,Q2,257636,Freightliner Cascadia,2023,Base Warranty,Battery not charging,786.51,3.0,375.0,1161.51,1,Cleaned and reinstalled Fan Clutch Assembly. Verified repair and road tested.,Escalated,37,N,,,1667,0,,N,PRISM Batch Upload
WC-2023000116,DLR-006,3AKLHLDR0N1067,FLT-0012,DLR-006-TECH-08,2024-12-14,2024-12-07,2024,12,Q4,148961,Freightliner Cascadia,2023,Base Warranty,Oil pressure warning,336.32,1.6,200.0,536.32,1,Diagnosed and replaced Fuel Filter Housing. Verified repair and road tested.,Submitted,25,N,,,1354,0,,N,PRISM Manual Entry
WC-2023000117,DLR-017,3AKLHLDR1N1078,FLT-0018,DLR-017-TECH-12,2023-09-02,2023-08-27,2023,9,Q3,171927,Freightliner M2 106,2023,Policy Adjustment,Unusual noise from engine bay,809.35,5.6,700.0,1509.35,2,Inspected and repaired Coolant Pump. Inspected and repaired ABS Sensor. Verified repair and road tested.,Rejected,14,N,,,1233,1,,N,PRISM Manual Entry
WC-2023000118,DLR-009,3AKJGLDR7Q1082,FLT-0016,DLR-009-TECH-02,2023-01-18,2023-01-15,2023,1,Q1,370331,Western Star 47X,2022,Campaign/Recall,Vibration at highway speed,4861.15,7.5,937.5,5798.65,3,Resealed Fuel Injector (each). Recalibrated Starter Motor. Inspected and repaired DEF Dosing Unit. Verified repair and road tested.,Approved,31,N,,,958,5,CAMP-0004,Y,Mobile App
WC-2023000119,DLR-002,3AKKHLDR1C1197,FLT-0019,DLR-002-TECH-07,2023-11-27,2023-11-20,2023,11,Q4,49971,Freightliner Cascadia,2022,Campaign/Recall,Oil pressure warning,2195.03,1.8,225.0,2420.03,1,Replaced High Pressure Fuel Pump. Verified repair and road tested.,Rejected,23,N,,,1320,0,CAMP-0002,N,PRISM Batch Upload
WC-2023000120,DLR-003,3AKKGLDR8B1114,FLT-0003,DLR-003-TECH-03,2025-01-15,2025-01-09,2025,1,Q1,101087,Western Star 49X,2024,Base Warranty,Coolant leak detected,6457.67,7.1,887.5,7345.17,3,Overhauled Turbocharger Assembly. Cleaned and reinstalled NOx Sensor. Inspected and repaired SCR Catalyst. Verified repair and road tested.,Approved,13,N,,,811,0,,Y,PRISM Manual Entry
WC-2023000121,DLR-013,3AKJHLDR2C1058,FLT-0020,DLR-013-TECH-03,2023-05-16,2023-05-16,2023,5,Q2,91503,Freightliner Cascadia,2022,Goodwill,Unusual noise from engine bay,811.19,2.9,362.5,1173.69,1,Resealed Fan Clutch Assembly. Verified repair and road tested.,Submitted,8,N,,,1669,0,,N,PRISM Batch Upload
WC-2023000122,DLR-003,3AKJHLDR0G1132,FLT-0018,DLR-003-TECH-07,2024-05-27,2024-05-23,2024,5,Q2,96799,Freightliner Cascadia,2021,Policy Adjustment,DPF regeneration failure,1106.63,2.2,275.0,1381.63,1,Recalibrated Brake Caliper Assembly. Verified repair and road tested.,Under Review,8,N,,,153,1,,N,Mobile App
WC-2023000123,DLR-010,3AKLGLDR6Z1142,FLT-0016,DLR-010-TECH-04,2025-12-25,2025-12-24,2025,12,Q4,301355,Freightliner Cascadia,2023,Base Warranty,Unusual noise from engine bay,1095.92,2.5,312.5,1408.42,1,Replaced Alternator Assembly. Verified repair and road tested.,Escalated,9,N,,,279,2,,N,PRISM Batch Upload
WC-2023000124,DLR-018,3AKJGLDR8O1111,FLT-0031,DLR-018-TECH-12,2023-05-27,2023-05-20,2023,5,Q2,57540,Western Star 47X,2023,Policy Adjustment,Turbo boost pressure low,3311.8,2.4,300.0,3611.8,1,Inspected and repaired Turbocharger Assembly. Verified repair and road tested.,Approved,3,N,,,1967,0,,Y,Mobile App
WC-2023000125,DLR-017,3AKLHLDR1N1078,FLT-0018,DLR-017-TECH-07,2025-09-04,2025-08-29,2025,9,Q3,162573,Freightliner M2 106,2023,Extended Warranty,Fan clutch not engaging,613.81,1.9,237.5,851.31,1,Replaced Coolant Pump. Verified repair and road tested.,Rejected,36,N,,,500,2,,N,PRISM Manual Entry
WC-2023000126,DLR-007,3AKLHLDR8M1100,FLT-0036,DLR-007-TECH-05,2024-08-12,2024-08-10,2024,8,Q3,302459,Western Star 49X,2023,Campaign/Recall,Unusual noise from engine bay,1200.25,2.3,287.5,1487.75,1,Overhauled Oil Cooler. Verified repair and road tested.,Escalated,13,N,,,744,0,CAMP-0008,N,API
WC-2023000127,DLR-011,3AKJHLDR7H1091,FLT-0016,DLR-011-TECH-01,2023-12-10,2023-12-07,2023,12,Q4,344408,Freightliner Cascadia,2022,Extended Warranty,ABS fault light,4571.08,4.2,525.0,5096.08,2,Inspected and repaired DPF Filter Element. Resealed SCR Catalyst. Verified repair and road tested.,Approved,28,N,,,500,0,,Y,PRISM Manual Entry
WC-2023000128,DLR-017,3AKKGLDR4M1120,FLT-0021,DLR-017-TECH-10,2024-02-17,2024-02-11,2024,2,Q1,122973,Freightliner 108SD,2023,Extended Warranty,Vibration at highway speed,3307.44,6.3,787.5,4094.94,3,Inspected and repaired SCR Catalyst. Inspected and repaired NOx Sensor. Replaced Slack Adjuster. Verified repair and road tested.,Approved,33,N,,,475,0,,Y,Mobile App
WC-2023000129,DLR-017,3AKJGLDR5F1107,FLT-0030,DLR-017-TECH-11,2024-07-20,2024-07-17,2024,7,Q3,396263,Freightliner Cascadia,2023,Campaign/Recall,Transmission fault code,1702.1,4.3,537.5,2239.6,2,Overhauled Coolant Pump. Overhauled Alternator Assembly. Verified repair and road tested.,Under Review,38,N,,,433,0,CAMP-0007,N,API
WC-2023000130,DLR-011,3AKKHLDR3L1134,FLT-0002,DLR-011-TECH-01,2023-04-04,2023-03-30,2023,4,Q2,321951,Freightliner 108SD,2023,Base Warranty,Loss of power under load,841.87,3.3,412.5,1254.37,1,Recalibrated Fan Clutch Assembly. Verified repair and road tested.,Escalated,33,N,,,2024,0,,N,Mobile App
WC-2023000131,DLR-017,3AKJGLDR5F1107,FLT-0030,DLR-017-TECH-02,2025-09-23,2025-09-21,2025,9,Q3,409658,Freightliner Cascadia,2023,Extended Warranty,DEF quality warning,2061.66,2.2,275.0,2336.66,1,Diagnosed and replaced DPF Filter Element. Verified repair and road tested.,Under Review,23,N,,,3,1,,N,PRISM Manual Entry
WC-2023000132,DLR-007,3AKJGLDR4P1093,FLT-0038,DLR-007-TECH-03,2025-07-24,2025-07-20,2025,7,Q3,1000,Freightliner Cascadia,2024,Base Warranty,Turbo boost pressure low,2268.63,5.8,725.0,2993.63,2,Resealed DEF Dosing Unit. Diagnosed and replaced Fan Clutch Assembly. Verified repair and road tested.,Submitted,8,N,,,1605,0,,N,Mobile App
WC-2023000133,DLR-016,3AKJHLDR1E1037,FLT-0019,DLR-016-TECH-06,2025-01-06,2025-01-06,2025,1,Q1,64449,Freightliner 114SD,2024,Policy Adjustment,Oil pressure warning,3168.36,5.7,712.5,3880.86,3,Diagnosed and replaced Wiring Harness - Engine. Inspected and repaired Brake Caliper Assembly. Inspected and repaired Battery Disconnect Switch. Verified repair and road tested.,Submitted,19,N,,,927,1,,N,PRISM Batch Upload
WC-2023000134,DLR-009,3AKJGLDR4S1020,FLT-0002,DLR-009-TECH-02,2025-10-02,2025-09-26,2025,10,Q4,338795,Western Star 49X,2024,Base Warranty,Oil pressure warning,2160.19,4.0,500.0,2660.19,2,Cleaned and reinstalled Radiator Assembly. Diagnosed and replaced Driveshaft U-Joint. Verified repair and road tested.,Escalated,10,N,,,1283,4,,N,API
